date,symbol,open,close,low,high,volume
2019-12-11,AMZN,87.083504,87.435997,86.7855,87.5,41952000
2019-12-12,AMZN,87.5,88.016502,87.272003,88.199997,61918000
2019-12-13,AMZN,88.25,88.046997,87.75,88.449501,54914000
2019-12-16,AMZN,88.349998,88.460503,87.852501,88.474998,62904000
2019-12-17,AMZN,88.900497,89.532997,88.869499,89.599998,72888000
2019-12-18,AMZN,89.750999,89.2015,89.117996,89.910004,67028000
2019-12-19,AMZN,89.025002,89.613998,88.703003,89.649498,53056000
2019-12-20,AMZN,89.981003,89.324997,89.122498,90.148499,103016000
2019-12-23,AMZN,89.413002,89.650002,89.225502,89.650002,42728000
2019-12-24,AMZN,89.690498,89.460503,89.378998,89.778503,17626000
2019-12-26,AMZN,90.050499,93.438499,89.974998,93.523003,120108000
2019-12-27,AMZN,94.146004,93.489998,93.300499,95.07,123732000
2019-12-30,AMZN,93.699997,92.344498,92.030998,94.199997,73494000
2019-12-31,AMZN,92.099998,92.391998,91.611504,92.663002,50130000
2020-01-02,AMZN,93.75,94.900497,93.207497,94.900497,80580000
2020-01-03,AMZN,93.224998,93.748497,93.224998,94.309998,75288000
2020-01-06,AMZN,93,95.143997,93,95.184502,81236000
2020-01-07,AMZN,95.224998,95.343002,94.601997,95.694504,80898000
2020-01-08,AMZN,94.902,94.598503,94.321999,95.550003,70160000
2020-01-09,AMZN,95.494499,95.052498,94.790001,95.890999,63346000
2020-01-10,AMZN,95.268501,94.157997,94,95.347,57074000
2020-01-13,AMZN,94.565498,94.565002,94.040001,94.900002,55616000
2020-01-14,AMZN,94.293999,93.472,92.927498,94.355499,68818000
2020-01-15,AMZN,93.612503,93.100998,92.754501,93.943001,57932000
2020-01-16,AMZN,94.149498,93.897003,93.301003,94.279503,53190000
2020-01-17,AMZN,94.294502,93.236,92.862503,94.332001,79946000
2020-01-21,AMZN,93.25,94.599998,93,94.713501,74156000
2020-01-22,AMZN,94.804497,94.373001,94.167,95.125,64326000
2020-01-23,AMZN,94.255501,94.228996,93.638,94.499001,49692000
2020-01-24,AMZN,94.568497,93.082001,92.372002,94.749496,75324000
2020-01-27,AMZN,91,91.417,90.766998,92.050003,70570000
2020-01-28,AMZN,92.025002,92.662498,91.500999,92.905502,56160000
2020-01-29,AMZN,93.199997,92.900002,92.750999,93.737503,41760000
2020-01-30,AMZN,92.900002,93.533997,92.530502,93.643501,126548000
2020-01-31,AMZN,102.573502,100.435997,100.113503,102.786003,311346000
2020-02-03,AMZN,100.529999,100.209999,100.012497,102.425003,117834000
2020-02-04,AMZN,101.494003,102.483498,100.768501,102.989998,105786000
2020-02-05,AMZN,103.551003,101.9935,101.599998,103.551003,87524000
2020-02-06,AMZN,102.051003,102.511497,101.239998,102.815002,63660000
2020-02-07,AMZN,102.099503,103.963997,101.904999,104.926498,101906000
2020-02-10,AMZN,104.250504,106.695503,104.248001,106.779999,101124000
2020-02-11,AMZN,107.544998,107.540001,106.800003,109.297501,114920000
2020-02-12,AMZN,108.160004,108,107.764503,109.012497,66686000
2020-02-13,AMZN,107.249496,107.4935,107.099998,108.514,60636000
2020-02-14,AMZN,107.783997,106.7435,106.294502,107.952003,52124000
2020-02-18,AMZN,106.250999,107.783501,106.205498,108.303497,58912000
2020-02-19,AMZN,108.389999,108.511002,108.056,109.254997,51224000
2020-02-20,AMZN,108.653503,107.654999,106.372498,108.8395,62626000
2020-02-21,AMZN,107.107498,104.7985,104.400002,107.227501,92926000
2020-02-24,AMZN,100.158997,100.4645,99.398499,101.964996,130940000
2020-02-25,AMZN,101.320999,98.637001,97.920998,101.730003,124382000
2020-02-26,AMZN,98.514,98.9795,98.022499,100.733498,104492000
2020-02-27,AMZN,96.719002,94.214996,94.138,98.75,162880000
2020-02-28,AMZN,90.731499,94.1875,90.556503,94.487999,189620000
2020-03-02,AMZN,95.324501,97.697502,93.5,97.725502,135234000
2020-03-03,AMZN,98.768501,95.449501,94.404503,99.816498,150690000
2020-03-04,AMZN,97.328499,98.791496,96.099998,98.900002,95458000
2020-03-05,AMZN,96.650002,96.2015,95.5,98.036003,94964000
2020-03-06,AMZN,93.75,95.054497,93.474998,95.543503,105472000
2020-03-09,AMZN,88.693001,90.030502,88.064499,93.138496,156264000
2020-03-10,AMZN,93.543999,94.591003,90.908501,94.713501,142666000
2020-03-11,AMZN,92.892502,91.042999,90.074997,93.566002,112496000
2020-03-12,AMZN,86.098999,83.830498,83.75,88.25,226924000
2020-03-13,AMZN,87.75,89.25,84.030998,89.315498,176194000
2020-03-16,AMZN,82.0755,84.457497,81.301498,87.972504,178346000
2020-03-17,AMZN,88.773499,90.391998,84.461998,92.889,218342000
2020-03-18,AMZN,87.5,91.5,87.25,92.083,192904000
2020-03-19,AMZN,93,94.046501,91.6325,97.25,207998000
2020-03-20,AMZN,96.315498,92.304497,91.036499,97.849998,196358000
2020-03-23,AMZN,91.387497,95.141502,90.599998,95.970001,156170000
2020-03-24,AMZN,97.574997,97.004997,95.016998,97.75,142942000
2020-03-25,AMZN,96.0345,94.292,94.289001,97.513,129582000
2020-03-26,AMZN,95.099998,97.774498,94.4645,97.824501,124426000
2020-03-27,AMZN,96.542999,95.004997,94.996002,96.989502,107758000
2020-03-30,AMZN,96.141502,98.197502,95.616997,98.681503,122522000
2020-03-31,AMZN,98.217499,97.486,97.2005,99.651001,102472000
2020-04-01,AMZN,96.648499,95.385002,94.650002,97.248001,82438000
2020-04-02,AMZN,95.082001,95.941498,94.5,96.376503,86720000
2020-04-03,AMZN,95.557503,95.329498,94.457497,96.316498,72198000
2020-04-06,AMZN,96.800003,99.879501,96.500999,99.926003,115464000
2020-04-07,AMZN,100.855499,100.580002,99.880997,101.786003,102280000
2020-04-08,AMZN,101.050003,102.150002,100.557503,102.199997,79546000
2020-04-09,AMZN,102.214996,102.138,100.883003,102.650002,92930000
2020-04-13,AMZN,102,108.443497,101.900002,109,134334000
2020-04-14,AMZN,110.023499,114.166,109.310501,114.599998,161744000
2020-04-15,AMZN,112.884003,115.384003,112.25,116.668503,137332000
2020-04-16,AMZN,117.300003,120.4095,116.75,123.050003,240764000
2020-04-17,AMZN,118.616501,118.75,115.801003,120,158600000
2020-04-20,AMZN,119.497498,119.680496,119.302498,122.249001,115414000
2020-04-21,AMZN,120.830498,116.405998,113.983002,121.415497,149534000
2020-04-22,AMZN,118.449997,118.1745,117.550003,119.699997,84244000
2020-04-23,AMZN,119.999001,119.972504,119.103996,121.210999,101332000
2020-04-24,AMZN,120.849998,120.511002,119.099998,121.0215,76498000
2020-04-27,AMZN,122.160004,118.800003,118.150002,122.244003,112912000
2020-04-28,AMZN,118.605003,115.704002,115.300003,118.675003,105388000
2020-04-29,AMZN,116.500504,118.635498,115.5,119.594498,91832000
2020-04-30,AMZN,120.991997,123.699997,119.800499,123.75,190692000
2020-05-01,AMZN,116.839996,114.302002,112.9095,118.122002,195452000
2020-05-04,AMZN,112.819,115.7995,112.819,116.348999,97318000
2020-05-05,AMZN,117,115.889999,115.356499,117.550003,64850000
2020-05-06,AMZN,116.472,117.563004,116,117.872498,62356000
2020-05-07,AMZN,118.738998,118.380501,117.155502,118.800003,67928000
2020-05-08,AMZN,118.607002,118.980499,117.849998,119.362,64132000
2020-05-11,AMZN,118.735001,120.449997,118.605499,120.983498,65184000
2020-05-12,AMZN,120.592499,117.847504,117.75,120.949997,61498000
2020-05-13,AMZN,118.339996,118.396004,116.889999,120.385002,95658000
2020-05-14,AMZN,118.050499,119.442497,117.6605,119.568497,72962000
2020-05-15,AMZN,118.426003,120.488998,117.818497,120.550003,84700000
2020-05-18,AMZN,120.217499,121.313004,119.2005,121.650002,87144000
2020-05-19,AMZN,121.491501,122.466499,121.448502,124.25,86410000
2020-05-20,AMZN,123.893501,124.897003,123.363503,125.000504,79962000
2020-05-21,AMZN,125,122.336998,122.126999,126.272499,102288000
2020-05-22,AMZN,122.750504,121.844002,121.5065,123.4925,57342000
2020-05-26,AMZN,122.900002,121.093002,120.703003,123.099998,71364000
2020-05-27,AMZN,120.249496,120.519501,116.5,120.679001,101138000
2020-05-28,AMZN,119.216499,120.055,118.911499,121.848503,63804000
2020-05-29,AMZN,120.796997,122.1185,119.910004,122.1185,70198000
2020-06-01,AMZN,122.400002,123.552002,122.208504,123.846497,58578000
2020-06-02,AMZN,123.349998,123.620499,122.265503,123.676498,50598000
2020-06-03,AMZN,123.400497,123.919998,123.058502,124.400002,53420000
2020-06-04,AMZN,123.871498,123.029999,122.500504,125.376999,58974000
2020-06-05,AMZN,122.225502,124.150002,121.856499,124.432503,66128000
2020-06-08,AMZN,125.010002,126.203003,124.366997,126.5,79414000
2020-06-09,AMZN,126.472,130.042999,126.25,131.321503,103520000
2020-06-10,AMZN,132.25,132.372498,131.313004,136.117493,98920000
2020-06-11,AMZN,130.175003,127.898003,126.811501,133.569,116002000
2020-06-12,AMZN,130.060501,127.250999,125.167503,131.074005,108722000
2020-06-15,AMZN,126.330002,128.634003,125.400002,129.199997,77302000
2020-06-16,AMZN,131,130.763504,128.800003,131,71712000
2020-06-17,AMZN,132.375,132.048996,131.591003,132.75,59186000
2020-06-18,AMZN,132.350494,132.699005,131.805496,132.981995,49756000
2020-06-19,AMZN,133.904007,133.750504,132.949997,134.871506,115540000
2020-06-22,AMZN,134.225006,135.690994,133.449997,135.75,64176000
2020-06-23,AMZN,136.300995,138.220505,135.901993,139.155502,84634000
2020-06-24,AMZN,139,136.720001,136.050003,139.800003,90532000
2020-06-25,AMZN,136.977493,137.729004,135.606995,137.811493,59374000
2020-06-26,AMZN,138.753006,134.643494,134.399994,139.128494,130016000
2020-06-29,AMZN,134.500504,134.018997,131.503998,134.839996,84468000
2020-06-30,AMZN,134.253494,137.940994,133.751495,138.481506,75394000
2020-07-01,AMZN,137.899506,143.934998,137.699997,144.75,127268000
2020-07-02,AMZN,145.600494,144.514999,143.554993,147.778,131868000
2020-07-06,AMZN,146.748505,152.852005,146.5,152.994003,137612000
2020-07-07,AMZN,152.927505,150.005997,149.5,153.477493,105150000
2020-07-08,AMZN,151.130493,154.055496,150.621506,154.198502,100752000
2020-07-09,AMZN,155.7995,159.1315,153.699997,159.694,127774000
2020-07-10,AMZN,159.587997,160,156.785004,160.75,109720000
2020-07-13,AMZN,162.552994,155.199997,153.419495,167.214493,154408000
2020-07-14,AMZN,154.449997,154.199997,147.5,156.369003,144638000
2020-07-15,AMZN,154.011505,150.443497,148.658997,154.917496,115778000
2020-07-16,AMZN,148.552994,149.994995,145.911499,151.600006,127884000
2020-07-17,AMZN,150.449997,148.098495,147.422501,151.199997,95226000
2020-07-20,AMZN,150.009995,159.841995,149.701004,160.067993,151964000
2020-07-21,AMZN,161.624496,156.914505,155.285995,162.029007,122426000
2020-07-22,AMZN,156.25,154.995499,153.263,157.5,82084000
2020-07-23,AMZN,154.913498,149.327499,148.5,154.913498,113138000
2020-07-24,AMZN,146.5,150.445496,144.399994,151.578995,112648000
2020-07-27,AMZN,153.100006,152.760498,150.788498,154.899994,83410000
2020-07-28,AMZN,152.713501,150.016495,149.787994,153.854507,62534000
2020-07-29,AMZN,151.5495,151.676498,149.838501,151.957993,59482000
2020-07-30,AMZN,150.699997,152.593994,150.25,154.600006,122566000
2020-07-31,AMZN,162.199997,158.233994,157.550003,162.341003,161710000
2020-08-03,AMZN,159.025497,155.594498,155.199997,159.199997,101494000
2020-08-04,AMZN,155.060501,156.941498,155.060501,158.362,93886000
2020-08-05,AMZN,157.188507,160.251495,156.365005,160.679504,78330000
2020-08-06,AMZN,159.718002,161.25,158.2715,162.373505,78812000
2020-08-07,AMZN,161.2005,158.373001,157.033493,162.040497,78722000
2020-08-10,AMZN,158.515503,157.408005,155.076004,158.625504,63346000
2020-08-11,AMZN,155.660004,154.033493,153.649994,157.960999,74362000
2020-08-12,AMZN,155.399994,158.112,155.070999,158.719498,70442000
2020-08-13,AMZN,159.149506,158.050995,157.75,160.876007,62980000
2020-08-14,AMZN,158.908997,157.401001,156,158.912003,55034000
2020-08-17,AMZN,158.656006,159.120499,157.709,159.748505,53824000
2020-08-18,AMZN,160.600006,165.624496,160.291,166,106920000
2020-08-19,AMZN,165.150497,163.024002,162.800003,165.794998,83702000
2020-08-20,AMZN,162.600006,164.8685,161.899994,165.630997,66650000
2020-08-21,AMZN,164.75,164.235992,163.769501,165.720001,71518000
2020-08-24,AMZN,165.507507,165.373001,162.878006,169.016006,93326000
2020-08-25,AMZN,164.749496,167.324493,163.350006,167.869995,79856000
2020-08-26,AMZN,167.555496,172.092499,167.2285,172.587006,130174000
2020-08-27,AMZN,172.502502,170,168.899994,172.649994,85296000
2020-08-28,AMZN,171.149994,170.089996,169.324997,171.668503,57940000
2020-08-31,AMZN,170.449493,172.548004,170.25,174.75,83718000
2020-09-01,AMZN,174.479004,174.955994,173.350006,175.693497,68644000
2020-09-02,AMZN,177.350006,176.572495,174.334503,177.612503,78630000
2020-09-03,AMZN,174.25,168.399994,165.149994,174.420502,163222000
2020-09-04,AMZN,165.899994,164.731003,155.556503,169.074997,175636000
2020-09-08,AMZN,157.199997,157.492004,156.5,162.542496,121884000
2020-09-09,AMZN,160.149506,163.430496,159.25,165.158997,103774000
2020-09-10,AMZN,165.360992,158.755493,158.527496,167.494507,106614000
2020-09-11,AMZN,160.434494,155.811005,154.199005,160.867004,101880000
2020-09-14,AMZN,158.647003,155.148499,154.800003,159.369507,90592000
2020-09-15,AMZN,156.807999,157.806503,155.445999,158.751007,80430000
2020-09-16,AMZN,158.999496,153.904999,153.707504,159.362,90244000
2020-09-17,AMZN,150.462494,150.436493,148.627502,151.471497,128982000
2020-09-18,AMZN,151.587006,147.745499,145.276993,151.889999,177852000
2020-09-21,AMZN,145.324997,148.023499,143.550003,148.100006,122358000
