date,symbol,open,close,low,high,volume
2019-07-11,AAPL,50.827499,50.4375,50.427502,51.0975,80767200
2019-07-12,AAPL,50.612499,50.825001,50.549999,51,70380800
2019-07-15,AAPL,51.022499,51.302502,51,51.467499,67789600
2019-07-16,AAPL,51.147499,51.125,50.875,51.5275,67467200
2019-07-17,AAPL,51.012501,50.837502,50.817501,51.272499,56430000
2019-07-18,AAPL,51,51.415001,50.924999,51.470001,74162400
2019-07-19,AAPL,51.447498,50.647499,50.59,51.625,83717200
2019-07-22,AAPL,50.912498,51.805,50.9025,51.807499,89111600
2019-07-23,AAPL,52.115002,52.209999,51.822498,52.227501,73420800
2019-07-24,AAPL,51.9175,52.1675,51.7925,52.287498,59966400
2019-07-25,AAPL,52.2225,51.755001,51.682499,52.310001,55638400
2019-07-26,AAPL,51.869999,51.935001,51.785,52.432499,70475600
2019-07-29,AAPL,52.115002,52.419998,52.110001,52.66,86693600
2019-07-30,AAPL,52.189999,52.195,51.827499,52.540001,135742800
2019-07-31,AAPL,54.105,53.259998,52.825001,55.342499,277125600
2019-08-01,AAPL,53.474998,52.107498,51.685001,54.5075,216071600
2019-08-02,AAPL,51.3825,51.005001,50.407501,51.607498,163448400
2019-08-05,AAPL,49.497501,48.334999,48.145,49.662498,209572000
2019-08-06,AAPL,49.077499,49.25,48.509998,49.517502,143299200
2019-08-07,AAPL,48.852501,49.759998,48.455002,49.889999,133457600
2019-08-08,AAPL,50.049999,50.857498,49.8475,50.8825,108038000
2019-08-09,AAPL,50.325001,50.247501,49.822498,50.689999,98478800
2019-08-12,AAPL,49.904999,50.119999,49.787498,50.512501,89927600
2019-08-13,AAPL,50.255001,52.2425,50.119999,53.035,188874000
2019-08-14,AAPL,50.790001,50.6875,50.647499,51.610001,146189600
2019-08-15,AAPL,50.865002,50.435001,49.9175,51.285,108909600
2019-08-16,AAPL,51.07,51.625,50.959999,51.790001,110481600
2019-08-19,AAPL,52.654999,52.587502,52.5075,53.182499,97654400
2019-08-20,AAPL,52.720001,52.59,52.580002,53.337502,107537200
2019-08-21,AAPL,53.247501,53.16,52.900002,53.412498,86141600
2019-08-22,AAPL,53.297501,53.115002,52.6875,53.610001,89014800
2019-08-23,AAPL,52.357498,50.66,50.25,53.012501,187272000
2019-08-26,AAPL,51.465,51.622501,51.264999,51.797501,104174400
2019-08-27,AAPL,51.965,51.040001,50.8825,52.137501,103493200
2019-08-28,AAPL,51.025002,51.3825,50.830002,51.43,63755200
2019-08-29,AAPL,52.125,52.252499,51.665001,52.330002,83962000
2019-08-30,AAPL,52.540001,52.185001,51.799999,52.612499,84573600
2019-09-03,AAPL,51.607498,51.424999,51.055,51.744999,80092000
2019-09-04,AAPL,52.0975,52.297501,51.830002,52.369999,76752400
2019-09-05,AAPL,53,53.32,52.877499,53.4925,95654800
2019-09-06,AAPL,53.512501,53.314999,53.127499,53.605,77449200
2019-09-09,AAPL,53.709999,53.5425,52.767502,54.110001,109237600
2019-09-10,AAPL,53.465,54.174999,52.927502,54.195,127111600
2019-09-11,AAPL,54.517502,55.897499,54.432499,55.927502,177158400
2019-09-12,AAPL,56.200001,55.772499,55.715,56.605,128906800
2019-09-13,AAPL,55,54.6875,54.255001,55.197498,159053200
2019-09-16,AAPL,54.432499,54.974998,54.389999,55.032501,84632400
2019-09-17,AAPL,54.990002,55.174999,54.779999,55.205002,73274800
2019-09-18,AAPL,55.264999,55.692501,54.860001,55.712502,101360000
2019-09-19,AAPL,55.502499,55.240002,55.092499,55.939999,88242400
2019-09-20,AAPL,55.345001,54.432499,54.3675,55.639999,221652400
2019-09-23,AAPL,54.737499,54.68,54.412498,54.959999,76662000
2019-09-24,AAPL,55.2575,54.419998,54.297501,55.622501,124763200
2019-09-25,AAPL,54.637501,55.2575,54.285,55.375,87613600
2019-09-26,AAPL,55,54.9725,54.7075,55.235001,75334000
2019-09-27,AAPL,55.134998,54.705002,54.32,55.240002,101408000
2019-09-30,AAPL,55.224998,55.9925,55.197498,56.145,103909600
2019-10-01,AAPL,56.267502,56.147499,56.049999,57.055,139223200
2019-10-02,AAPL,55.764999,54.740002,54.482498,55.895,138449200
2019-10-03,AAPL,54.607498,55.205002,53.782501,55.240002,114426000
2019-10-04,AAPL,56.41,56.752499,55.9725,56.872501,138478800
2019-10-07,AAPL,56.567501,56.764999,56.459999,57.482498,122306000
2019-10-08,AAPL,56.455002,56.099998,56.0825,57.014999,111820000
2019-10-09,AAPL,56.7575,56.7575,56.41,56.947498,74770400
2019-10-10,AAPL,56.982498,57.522499,56.825001,57.610001,113013600
2019-10-11,AAPL,58.237499,59.052502,58.077499,59.41,166795600
2019-10-14,AAPL,58.724998,58.967499,58.6675,59.532501,96427600
2019-10-15,AAPL,59.0975,58.830002,58.720001,59.412498,87360000
2019-10-16,AAPL,58.342499,58.592499,58.299999,58.810001,73903200
2019-10-17,AAPL,58.772499,58.82,58.380001,59.037498,67585200
2019-10-18,AAPL,58.647499,59.102501,58.572498,59.395,97433600
2019-10-21,AAPL,59.380001,60.127499,59.330002,60.247501,87247200
2019-10-22,AAPL,60.290001,59.990002,59.904999,60.549999,82293600
2019-10-23,AAPL,60.525002,60.794998,60.305,60.810001,75828800
2019-10-24,AAPL,61.127499,60.895,60.452499,61.200001,69275200
2019-10-25,AAPL,60.790001,61.645,60.720001,61.682499,73477200
2019-10-28,AAPL,61.855,62.262501,61.68,62.3125,96572800
2019-10-29,AAPL,62.2425,60.822498,60.642502,62.4375,142839600
2019-10-30,AAPL,61.189999,60.814999,60.302502,61.325001,124522000
2019-10-31,AAPL,61.810001,62.189999,59.314999,62.2925,139162000
2019-11-01,AAPL,62.384998,63.955002,62.290001,63.982498,151125200
