date,symbol,open,close,low,high,volume
2019-07-11,GOOG,57.162498,57.210499,56.979,57.6535,23910000
2019-07-12,GOOG,57.199501,57.244999,56.938999,57.367001,17280000
2019-07-15,GOOG,57.342999,57.516998,56.970001,57.541,18076000
2019-07-16,GOOG,57.299999,57.679001,57.25,57.929001,24776000
2019-07-17,GOOG,57.5485,57.317501,57.288502,57.917999,23400000
2019-07-18,GOOG,57.087002,57.316502,56.636501,57.380249,25814000
2019-07-19,GOOG,57.4095,56.505001,56.480999,57.556999,32944000
2019-07-22,GOOG,56.672501,56.9035,56.212002,56.962502,26030000
2019-07-23,GOOG,57.200001,57.310501,56.59,57.345001,21874000
2019-07-24,GOOG,56.595001,56.890499,56.349499,57.200001,31796000
2019-07-25,GOOG,56.890999,56.605999,56.046001,57.084999,44196000
2019-07-26,GOOG,61.202,62.5205,61.200001,63.2775,96116000
2019-07-29,GOOG,62.052502,61.970501,61.411499,62.3685,44474000
2019-07-30,GOOG,61.2705,61.257,61.165001,61.7435,29066000
2019-07-31,GOOG,61.150002,60.834,60.388199,61.700001,34510000
2019-08-01,GOOG,60.7015,60.4505,60.285999,61.705502,33970000
2019-08-02,GOOG,60.036999,59.699501,59.446999,60.345001,32902000
2019-08-05,GOOG,58.501999,57.616001,57.007,58.762001,51950000
2019-08-06,GOOG,58.165501,58.497501,58,58.998001,34188000
2019-08-07,GOOG,57.799999,58.699501,57.481201,58.922249,28886000
2019-08-08,GOOG,59.141499,60.240002,58.651001,60.2505,29360000
2019-08-09,GOOG,59.899502,59.400501,59.180149,60.194,21314000
2019-08-12,GOOG,58.960499,58.7355,58.383598,59.248001,20060000
2019-08-13,GOOG,58.573002,59.863499,58.573002,60.238998,25888000
2019-08-14,GOOG,58.815498,58.2145,58.027,59.115002,31574000
2019-08-15,GOOG,58.174999,58.362999,58.105499,58.792,24374000
2019-08-16,GOOG,58.977501,58.880001,58.5905,59.136002,26266000
2019-08-19,GOOG,59.504501,59.922501,59.504501,60.349499,24632000
2019-08-20,GOOG,59.762501,59.134499,59.105499,59.803001,18310000
2019-08-21,GOOG,59.657501,59.5625,59.371498,59.950001,14814000
2019-08-22,GOOG,59.703499,59.476501,58.929001,59.9006,18950000
2019-08-23,GOOG,59.099499,57.564499,57.387501,59.703999,33740000
2019-08-26,GOOG,57.862999,58.4445,57.647999,58.473499,24522000
2019-08-27,GOOG,59.026501,58.391998,58.072498,59.119999,21544000
2019-08-28,GOOG,58.085499,58.550999,57.865002,58.820999,16040000
2019-08-29,GOOG,59.056,59.642502,59.056,59.803001,21768000
2019-08-30,GOOG,59.924999,59.404999,59.190151,59.924999,22596000
2019-09-03,GOOG,58.851501,58.419498,58.16,59.344501,29598000
2019-09-04,GOOG,58.835499,59.070499,58.549999,59.174,21378000
2019-09-05,GOOG,59.5765,60.569,59.5765,60.652,28162000
2019-09-06,GOOG,60.406502,60.246498,60.126099,60.60075,21442000
2019-09-09,GOOG,60.200001,60.220501,59.631001,61,29438000
2019-09-10,GOOG,59.7575,60.299999,59.729,60.5,25202000
2019-09-11,GOOG,60.170502,61.008499,60.110001,61.130001,26140000
2019-09-12,GOOG,61.215,61.712502,61.151001,62.092999,34518000
2019-09-13,GOOG,61.567501,61.978001,61.350498,62.043999,26028000
2019-09-16,GOOG,61.476002,61.564999,61.280499,61.978001,21066000
2019-09-17,GOOG,61.52,61.4575,61.184502,61.75,19102000
2019-09-18,GOOG,61.3755,61.620499,60.8265,61.780499,22702000
2019-09-19,GOOG,61.603001,61.935501,61.601002,62.222,19920000
2019-09-20,GOOG,61.655998,61.496498,61.153999,62.166,45400000
2019-09-23,GOOG,61.299999,61.7015,61.2085,61.954498,21248000
2019-09-24,GOOG,62,60.938,60.534,62.337002,31664000
2019-09-25,GOOG,60.791,62.326,60.504501,62.415001,29060000
2019-09-26,GOOG,62.098,62.0695,61.6134,62.25,30760000
2019-09-27,GOOG,62.150501,61.254501,60.7225,62.201,27078000
2019-09-30,GOOG,61.0485,60.950001,60.615002,61.299999,28082000
2019-10-01,GOOG,60.950001,60.255001,60.179001,61.561501,25470000
2019-10-02,GOOG,59.848999,58.831501,58.564499,59.848999,32302000
2019-10-03,GOOG,59,59.391499,58.121498,59.452999,32424000
2019-10-04,GOOG,59.594501,60.450001,59.4585,60.571999,23248000
2019-10-07,GOOG,60.220001,60.383999,60.1875,60.910198,16858000
2019-10-08,GOOG,59.879501,59.456501,59.4505,60.304001,20786000
2019-10-09,GOOG,59.967499,60.115501,59.8815,60.4175,17354000
2019-10-10,GOOG,59.929001,60.433498,59.867001,60.75,16932000
2019-10-11,GOOG,61.1105,60.772499,60.687,61.419498,25454000
2019-10-14,GOOG,60.617001,60.856998,60.588001,61.316502,17350000
2019-10-15,GOOG,61.02,62.150501,61.02,62.366501,27634000
2019-10-16,GOOG,62.058498,62.181999,61.922501,62.737,21892000
2019-10-17,GOOG,62.546501,62.6535,62.497002,63.166248,19048000
2019-10-18,GOOG,62.673,62.274502,62.054001,62.9445,27056000
2019-10-21,GOOG,62.612999,62.307499,62.029999,62.731449,20544000
2019-10-22,GOOG,62.392502,62.139999,62.069,62.529999,20476000
2019-10-23,GOOG,62.118,62.956501,62.118,62.994499,18230000
2019-10-24,GOOG,63.044998,63.0495,62.685749,63.200001,20562000
2019-10-25,GOOG,62.551498,63.2565,62.5005,63.48,24262000
2019-10-28,GOOG,63.772499,64.5,63.626999,64.9655,52264000
2019-10-29,GOOG,63.811501,63.131001,62.8606,64.079498,37728000
2019-10-30,GOOG,62.648499,63.064499,62.599998,63.467999,28178000
2019-10-31,GOOG,63.063999,63.005501,62.542149,63.383499,29114000
2019-11-01,GOOG,63.25,63.687,63.025002,63.730999,33402000
2019-11-04,GOOG,63.822498,64.568497,63.817749,64.706497,30020000
2019-11-05,GOOG,64.644501,64.601501,64.561447,64.946503,25654000
2019-11-06,GOOG,64.473,64.589996,64.125,64.686501,23060000
2019-11-07,GOOG,64.713997,65.443001,64.71225,66.186996,40600000
2019-11-08,GOOG,65.264,65.568497,65.218246,65.900002,25028000
2019-11-11,GOOG,65.158997,64.959503,64.870499,65.321251,20238000
2019-11-12,GOOG,65,64.940002,64.788498,65.5,21718000
2019-11-13,GOOG,64.703499,64.900002,64.675499,65.214996,16534000
2019-11-14,GOOG,64.875,65.572998,64.782501,65.849998,23870000
2019-11-15,GOOG,65.946999,66.7435,65.713997,66.744003,35652000
2019-11-18,GOOG,66.611,66.035004,65.875,66.776451,29748000
2019-11-19,GOOG,66.385002,65.773003,65.639999,66.385002,25384000
2019-11-20,GOOG,65.586998,65.152496,64.557503,65.75,26172000
2019-11-21,GOOG,65.073997,65.067497,64.650002,65.629501,19910000
2019-11-22,GOOG,65.280998,64.766998,64.570503,65.436501,27714000
2019-11-25,GOOG,64.959,65.334503,64.906502,65.565498,20724000
2019-11-26,GOOG,65.492996,65.677498,65.254501,65.739998,21394000
2019-11-27,GOOG,65.75,65.649498,65.481499,65.917999,19912000
2019-11-29,GOOG,65.356003,65.248001,65.198502,65.510246,11740000
2019-12-02,GOOG,65.050003,64.496002,64.050003,65.291496,30218000
2019-12-03,GOOG,63.9785,64.764,63.950001,64.92305,22876000
2019-12-04,GOOG,65.350502,66.027,65.2435,66.290001,30750000
2019-12-05,GOOG,66.400002,66.406502,65.821999,66.467903,24254000
2019-12-06,GOOG,66.671997,67.030998,66.671997,67.199997,26296000
2019-12-09,GOOG,66.902,67.178001,66.891998,67.972504,27086000
2019-12-10,GOOG,67.074997,67.233002,66.802002,67.498749,21882000
2019-12-11,GOOG,67.542,67.250999,67.133499,67.559998,17008000
2019-12-12,GOOG,67.296997,67.513496,67.025002,67.78875,25620000
2019-12-13,GOOG,67.397499,67.391502,67.193497,67.654648,30992000
2019-12-16,GOOG,67.824997,68.058502,67.633499,68.234001,27946000
2019-12-17,GOOG,68.144501,67.755997,67.566147,68.25,37080000
2019-12-18,GOOG,67.830002,67.630997,67.550003,68.023499,30452000
2019-12-19,GOOG,67.591003,67.802002,67.449249,67.904999,29398000
2019-12-20,GOOG,68.167503,67.4795,67.449997,68.181999,66300000
2019-12-23,GOOG,67.793503,67.442001,67.3255,67.989998,17662000
2019-12-24,GOOG,67.425003,67.178001,67.139,67.513,6950000
2019-12-26,GOOG,67.308502,68.019997,67.223503,68.066353,13350000
2019-12-27,GOOG,68.149498,67.594498,67.4655,68.226501,20768000
2019-12-30,GOOG,67.5,66.806999,66.700996,67.650002,21018000
2019-12-31,GOOG,66.505501,66.850998,66.454247,66.900002,19236000
2020-01-02,GOOG,67.077499,68.3685,67.077499,68.406998,28132000
2020-01-03,GOOG,67.392998,68.032997,67.277199,68.625,23728000
2020-01-06,GOOG,67.5,69.710503,67.5,69.824997,34646000
2020-01-07,GOOG,69.897003,69.667,69.518997,70.149498,30054000
2020-01-08,GOOG,69.603996,70.216003,69.542,70.579002,30560000
2020-01-09,GOOG,71.028503,70.991501,70.513496,71.366501,30018000
2020-01-10,GOOG,71.377998,71.486504,70.917503,71.746452,36414000
2020-01-13,GOOG,71.806503,71.961502,71.301003,72.026001,33046000
2020-01-14,GOOG,71.9505,71.543999,71.418503,72.089996,31178000
2020-01-15,GOOG,71.510498,71.959999,71.510498,72.069748,25654000
2020-01-16,GOOG,72.372002,72.584999,72.045998,72.599503,23474000
2020-01-17,GOOG,73.1455,74.019501,72.911003,74.064751,47924000
2020-01-21,GOOG,73.956001,74.220001,73.559998,74.592499,40734000
2020-01-22,GOOG,74.550003,74.297501,74.246498,75.160698,32216000
2020-01-23,GOOG,74.382004,74.332497,74.105003,74.776001,27024000
2020-01-24,GOOG,74.679497,73.335503,73.262497,74.77475,35692000
2020-01-27,GOOG,71.550003,71.695,71.059998,71.903503,35104000
2020-01-28,GOOG,72.150002,72.627998,71.623497,72.800003,31548000
